location,area_sqft,bedrooms,bathrooms,stories,age_years,garage,balcony,basement,nearby_school_score,crime_rate,property_type,price
Lakeview,2332,2,3,1,34,2,1,1,7.66,0.8,Townhouse,979844.72
Lakeview,2499,2,3,2,7,1,1,1,5.78,0.86,Villa,1031981.9
Uptown,2743,5,3,2,13,2,1,0,7.78,0.55,Condo,1139542.06
Old Town,1457,4,1,2,2,2,0,0,5.5,0.09,Apartment,719109.8
Downtown,2515,2,1,1,3,2,0,1,6.7,1.13,Apartment,911814.6
Downtown,1938,4,2,1,9,1,0,0,6.86,0.4,Apartment,873179.53
Suburban,716,1,2,2,11,0,1,1,9.42,0.98,Condo,627693.84
Old Town,930,3,3,1,0,0,1,1,7.08,0.86,Villa,670870.61
Uptown,1540,2,1,2,33,2,1,1,7.99,0.67,Apartment,826748.78
Old Town,2392,5,1,1,21,1,0,0,9.37,0.91,Villa,979029.47
Downtown,2163,1,3,3,26,2,1,0,7.13,1.06,Townhouse,971522.36
Suburban,2201,5,3,1,26,1,0,0,9.42,0.88,Villa,996259.28
Lakeview,3173,2,1,2,38,1,0,1,5.68,0.86,Villa,1055512.11
Lakeview,1402,1,1,3,5,0,1,0,6.82,0.68,Apartment,758364.05
Riverside,2085,4,2,2,13,1,0,1,5.47,0.67,Townhouse,958731.2
Uptown,2267,4,2,1,12,1,1,1,7.8,0.76,Apartment,986706.42
Uptown,1695,1,1,1,22,0,0,0,9.79,0.71,Apartment,710694.74
Lakeview,2116,1,2,2,21,0,0,0,8.28,0.69,Townhouse,903145.54
Lakeview,1220,1,3,1,31,1,1,0,8.13,0.36,Condo,704064.25
Hillview,2875,3,3,3,22,0,1,0,6.39,1.1,Townhouse,1122151.68
Riverside,1725,1,3,3,9,2,1,1,9.66,0.24,Condo,961528.57
Hillview,3217,4,2,3,22,1,0,1,7.36,1.37,Villa,1251316.39
Riverside,2082,1,3,3,38,1,1,0,6.34,0.96,Townhouse,961786.8
Riverside,2665,4,1,2,23,0,1,1,9.94,0.12,Villa,1088849.69
Hillview,2071,5,1,1,23,1,0,0,7.12,1.01,Townhouse,958250.08
Old Town,2083,4,1,2,7,1,0,0,6.86,0.57,Condo,872205.89
Hillview,1779,5,3,1,0,1,0,0,5.17,1.4,Townhouse,850879.36
Riverside,2166,5,2,3,8,0,1,0,5.89,1.41,Apartment,910793.6
Riverside,2275,1,1,2,1,0,1,1,9.05,1.28,Townhouse,946223.89
Downtown,1669,2,3,2,18,2,1,1,7.41,0.87,Villa,944544.72
Hillview,2031,4,1,3,35,2,1,1,9.77,1.38,Townhouse,1015626.18
Hillview,1764,2,2,2,17,2,0,0,5.42,0.99,Townhouse,828833.48
Lakeview,3365,4,1,2,25,0,1,1,8.08,1.32,Townhouse,1167269.39
Old Town,2051,4,1,1,34,1,1,1,8.6,0.28,Condo,849961.98
Old Town,2950,5,1,1,30,0,0,1,8.11,1.36,Condo,959447.48
Downtown,1992,2,1,1,26,2,1,1,7.65,1.01,Condo,864300.27
Suburban,2243,2,2,2,31,0,0,0,7.89,0.49,Townhouse,838540.73
Riverside,1373,1,1,3,11,1,1,0,8.45,1.5,Villa,795055.76
Riverside,1854,2,1,1,16,2,1,0,9.32,1.05,Apartment,796097.56
Riverside,2216,2,2,2,15,2,1,0,6.68,1.37,Condo,873203.87
Riverside,2972,3,2,1,31,2,1,0,7.3,0.06,Condo,1072164.35
Uptown,2222,3,2,1,16,1,1,0,8.18,0.85,Apartment,867824.36
Downtown,2861,5,2,1,37,0,0,0,6.57,1.08,Apartment,896619.17
Riverside,2452,4,3,2,7,0,0,0,5.89,0.07,Townhouse,1014573.33
Suburban,2995,4,3,2,6,0,1,0,9.83,1.16,Apartment,1110645.51
Riverside,2068,1,1,2,28,0,0,0,5.97,0.99,Apartment,678618.82
Hillview,3415,3,3,2,30,1,1,1,6.16,0.45,Condo,1151136.19
Downtown,1833,4,2,2,27,0,0,0,8.09,1.05,Apartment,884605.83
Riverside,1678,2,2,1,12,0,1,0,5.39,0.24,Apartment,712415.37
Downtown,1434,3,3,3,0,1,1,1,5.17,1.24,Condo,850411.14
Lakeview,3382,4,1,2,12,2,0,0,5.32,1.31,Apartment,1176241.12
Uptown,2551,4,2,1,18,2,1,1,5.62,0.75,Condo,1019531.56
Suburban,1916,5,3,2,16,0,0,0,7.15,0.79,Townhouse,953311.92
Suburban,2787,3,3,2,36,2,0,0,9.15,0.63,Townhouse,1062761.15
Downtown,2478,2,1,3,34,1,1,0,6.71,0.55,Condo,916005.19
Old Town,3181,2,2,1,31,1,0,0,7.14,1.32,Apartment,944806.88
Uptown,1249,4,1,3,0,1,1,0,8.0,0.49,Apartment,859582.48
Hillview,1954,3,1,2,5,2,1,1,6.51,0.63,Apartment,948961.55
Lakeview,1846,3,1,1,17,1,1,0,7.16,0.48,Villa,832110.28
Riverside,1014,1,2,2,24,0,1,1,6.93,1.0,Condo,632909.94
Suburban,2683,3,3,3,27,1,1,0,6.71,1.23,Apartment,1042271.72
Old Town,1951,2,2,1,11,0,0,1,6.94,0.29,Villa,838584.3
Suburban,2507,3,2,3,4,0,0,1,5.06,0.42,Villa,1005692.64
Lakeview,3398,5,3,3,13,0,0,1,9.43,0.2,Apartment,1363605.38
Suburban,1906,4,2,3,31,0,0,1,9.89,0.28,Villa,984088.57
Old Town,1868,3,3,1,39,1,0,1,9.31,0.64,Apartment,823716.35
Old Town,2165,5,2,2,37,0,0,1,5.03,1.18,Apartment,793626.59
Downtown,2643,5,1,2,23,1,1,0,8.75,0.84,Townhouse,1047573.36
Old Town,1788,3,2,2,3,0,1,1,7.87,0.13,Condo,851415.94
Old Town,1753,4,2,3,38,0,1,0,5.47,0.96,Villa,818666.58
Suburban,2681,2,2,1,6,2,0,1,9.66,1.2,Townhouse,990610.21
Downtown,2308,5,3,2,10,0,1,0,8.88,0.62,Townhouse,1036750.07
Downtown,975,2,1,3,38,0,1,1,5.73,0.41,Condo,697127.39
Downtown,1426,2,2,3,20,1,0,0,9.82,1.16,Condo,820165.93
Old Town,2926,1,2,2,7,0,1,1,5.63,0.08,Condo,970929.14
Downtown,2321,5,1,3,20,0,1,0,7.27,1.23,Condo,925005.7
Lakeview,1681,2,2,2,3,0,1,1,5.79,1.22,Condo,833921.23
Suburban,2006,5,3,2,12,1,0,0,5.75,1.34,Condo,894259.02
Hillview,2107,1,2,2,38,2,1,0,9.84,0.18,Townhouse,965163.14
Hillview,2505,3,1,1,11,1,1,0,7.86,0.21,Villa,1002621.47
Old Town,1353,3,1,1,35,2,1,0,6.3,1.32,Villa,688475.25
Lakeview,1637,3,2,3,21,2,0,0,8.88,0.74,Townhouse,895632.61
Downtown,2250,1,3,1,26,2,0,0,9.38,0.62,Condo,903995.17
Suburban,2045,1,1,2,28,1,0,0,9.59,0.88,Condo,802122.9
Suburban,2415,2,1,2,22,1,1,0,9.66,0.13,Townhouse,962034.72
Downtown,1424,3,3,2,1,1,0,1,9.53,0.98,Apartment,941152.8
Riverside,2296,4,1,2,36,2,0,1,8.19,1.42,Villa,970640.16
Riverside,2700,3,1,3,19,1,1,0,6.71,1.03,Townhouse,1038955.67
Uptown,2368,2,1,3,26,1,0,0,9.63,0.72,Villa,1080131.43
Riverside,2177,2,3,3,22,0,1,0,5.61,1.44,Villa,934825.35
Lakeview,2047,4,2,2,26,2,1,1,5.84,1.05,Villa,985214.6
Uptown,1641,3,1,3,14,1,0,1,7.17,0.13,Apartment,850667.81
Lakeview,2060,5,1,2,33,2,1,1,6.42,1.02,Villa,1021435.51
Downtown,2793,3,3,2,8,2,1,0,8.08,0.14,Villa,1237265.63
Lakeview,2035,3,3,3,26,0,1,0,9.53,0.5,Condo,1040349.08
Hillview,1611,1,1,3,23,1,1,0,7.46,0.94,Apartment,820816.2
Lakeview,1829,1,1,1,20,1,0,0,7.77,0.36,Villa,885018.68
Riverside,2210,5,1,3,0,0,1,1,7.12,0.11,Condo,1039734.36
Lakeview,1895,2,3,3,15,0,1,0,8.54,0.95,Villa,971384.18
Hillview,2367,3,1,3,1,1,1,0,5.5,0.46,Villa,1040736.52
Downtown,2388,3,1,3,20,0,1,0,5.24,0.82,Apartment,932095.38
Riverside,2589,1,2,3,27,1,1,0,8.21,0.43,Townhouse,1012400.51
Downtown,2883,3,2,1,20,2,1,1,7.67,1.05,Condo,1081982.64
Lakeview,2648,2,2,1,30,0,0,1,7.04,1.35,Villa,948766.58
Riverside,1586,1,3,1,14,0,0,1,6.67,0.18,Villa,787238.69
Suburban,1603,3,1,1,12,0,0,0,5.26,1.19,Townhouse,630971.47
Old Town,2058,3,2,1,17,2,1,1,8.4,0.28,Villa,953828.41
Riverside,1852,1,2,2,9,2,0,0,7.11,0.53,Villa,885871.19
Downtown,1474,3,1,1,32,2,1,1,7.23,0.57,Condo,714506.45
Uptown,1857,4,3,1,32,0,1,0,9.47,0.35,Villa,939220.17
Uptown,1839,2,2,2,16,1,1,1,8.69,0.16,Condo,890389.8
Uptown,1730,5,2,3,31,0,1,0,6.1,1.16,Villa,908622.28
Hillview,1926,4,3,1,1,1,0,1,8.29,1.2,Townhouse,938400.91
Riverside,2748,4,1,2,6,0,0,1,5.66,1.5,Villa,1011935.53
Old Town,2210,1,3,2,11,1,1,0,5.97,1.41,Townhouse,867185.0
Old Town,3459,4,3,3,15,2,0,1,8.57,0.68,Villa,1348827.35
Suburban,2194,2,1,1,9,2,0,0,5.63,0.24,Apartment,768428.77
Downtown,1940,4,3,3,20,0,1,0,6.4,0.07,Townhouse,982946.63
Suburban,2102,5,3,1,31,0,0,0,9.49,0.82,Condo,870480.19
Old Town,2241,2,2,1,18,0,1,1,8.69,1.3,Apartment,805897.67
Suburban,2339,2,2,1,17,0,0,1,9.65,0.44,Townhouse,925205.53
Downtown,3242,1,3,3,2,1,0,0,9.41,0.34,Townhouse,1254562.61
Uptown,1635,4,1,1,11,1,1,1,6.56,0.69,Townhouse,828521.12
Riverside,2572,4,1,3,32,2,1,1,8.16,1.35,Apartment,1071221.79
Hillview,2214,3,2,3,32,2,1,1,6.89,0.7,Apartment,1023413.91
Old Town,1236,1,3,3,4,2,0,0,8.49,1.1,Townhouse,796640.99
Uptown,2524,2,2,1,0,0,0,1,6.74,0.72,Townhouse,955161.51
Uptown,2797,3,1,1,33,0,1,1,5.01,0.59,Villa,971121.9
Riverside,1629,5,2,1,6,1,0,1,5.47,0.69,Villa,838715.71
Uptown,2095,1,1,3,22,2,0,1,8.86,1.16,Townhouse,957974.56
Riverside,1151,2,3,1,33,2,0,0,5.42,1.14,Villa,670022.17
Uptown,1408,4,2,2,31,1,1,1,8.0,0.68,Villa,840825.13
Riverside,2676,2,2,2,22,0,0,0,9.29,0.44,Townhouse,1011482.66
Downtown,1843,5,2,3,15,0,0,0,8.71,0.25,Condo,945576.95
Uptown,1490,5,3,2,30,0,1,1,7.07,0.05,Condo,903805.61
Downtown,2226,2,3,2,27,1,1,1,6.04,0.21,Apartment,899297.34
Uptown,1813,4,2,3,33,1,0,1,9.61,0.29,Villa,1028348.32
Downtown,1841,4,2,3,20,1,0,0,7.83,1.05,Apartment,906140.03
Suburban,2507,4,1,2,37,0,0,1,7.03,1.24,Condo,910903.12
Hillview,1461,1,2,2,30,1,0,1,9.71,1.12,Townhouse,796042.12
Lakeview,1602,1,2,2,2,0,1,0,6.08,1.1,Apartment,718685.73
Riverside,2185,2,2,3,11,1,0,1,7.21,1.49,Condo,927808.63
Downtown,2633,1,3,2,31,1,0,1,5.54,1.45,Townhouse,929115.66
Suburban,2781,2,3,2,4,0,0,0,5.62,0.44,Apartment,979344.01
Lakeview,1734,4,2,3,28,1,1,1,6.99,0.26,Apartment,937623.0
Uptown,2616,3,2,3,13,0,1,0,8.5,0.27,Condo,1088751.35
Downtown,1669,2,1,2,8,1,1,1,6.69,1.35,Villa,880359.17
Riverside,3104,1,2,1,21,1,1,1,8.45,0.2,Townhouse,1049538.03
Suburban,1476,2,3,1,37,1,1,0,9.03,0.54,Condo,751948.26
Suburban,2831,3,3,2,35,0,1,0,9.39,0.82,Villa,1042053.99
Uptown,1739,4,3,3,16,1,1,1,5.22,0.94,Apartment,906295.52
Hillview,3207,2,2,3,0,2,1,1,8.87,0.91,Apartment,1250753.02
Suburban,2425,2,3,3,35,1,0,1,5.74,1.19,Condo,924452.56
Hillview,1541,3,3,1,35,2,0,0,8.49,0.88,Townhouse,863340.82
Riverside,1813,1,2,2,24,2,1,1,6.86,1.28,Villa,861163.47
Downtown,2530,2,1,3,25,0,0,0,8.54,0.17,Apartment,939449.26
Old Town,2679,1,2,3,21,2,1,1,6.07,1.3,Townhouse,1008802.66
Suburban,2061,3,3,1,0,0,1,0,8.22,0.91,Apartment,825912.88
Suburban,2125,3,2,3,6,1,0,1,5.63,0.37,Apartment,911976.95
Lakeview,2517,3,3,1,5,2,0,1,5.85,1.47,Townhouse,1017997.12
Hillview,2172,4,3,1,36,2,1,1,8.07,1.41,Townhouse,1025935.58
Downtown,1389,2,1,3,1,1,0,0,6.68,1.28,Townhouse,742123.09
Uptown,1653,5,3,3,22,2,1,1,8.52,1.37,Condo,1018432.11
Hillview,2229,5,2,3,14,1,0,1,8.43,0.6,Villa,1147920.51
Lakeview,2769,1,3,2,0,0,1,0,8.11,0.38,Townhouse,1100854.0
Uptown,2989,5,2,2,36,0,0,1,8.65,0.32,Villa,1213620.76
Riverside,2529,1,2,2,0,2,1,0,8.97,1.32,Villa,1019718.12
Old Town,2258,2,1,2,34,2,1,1,9.56,1.25,Apartment,910136.23
Old Town,2512,3,1,2,31,2,0,0,5.4,1.47,Condo,878418.04
Uptown,1733,1,2,1,31,1,1,1,7.86,1.28,Townhouse,811338.98
Suburban,2016,2,2,3,6,0,1,1,8.74,0.97,Townhouse,944228.08
Riverside,1647,1,2,2,35,2,0,1,6.08,0.26,Apartment,770595.92
Suburban,1413,3,1,2,23,0,1,0,6.32,0.29,Apartment,671675.39
Riverside,2283,5,2,3,16,2,1,0,6.33,0.74,Condo,1004265.33
Suburban,2202,5,1,2,27,1,1,0,7.86,1.16,Townhouse,914811.16
Downtown,2478,2,1,2,13,1,0,0,6.83,0.3,Apartment,920848.44
Lakeview,2400,3,2,1,11,1,0,1,8.33,1.38,Townhouse,974462.69
Downtown,2233,3,2,1,11,2,0,1,8.05,1.04,Condo,950082.95
Lakeview,2406,3,2,2,22,2,1,1,8.29,0.5,Condo,1032125.67
Downtown,2077,4,3,2,24,0,1,1,6.26,1.33,Villa,948510.64
Uptown,2327,5,3,3,9,1,1,0,8.84,0.92,Villa,1226929.24
Riverside,1701,3,2,3,9,2,1,1,8.32,1.11,Condo,961269.97
Old Town,2303,1,3,3,37,0,0,0,5.65,0.61,Villa,907144.75
Suburban,2468,5,1,2,20,2,0,1,6.0,0.62,Townhouse,1008207.06
Old Town,1732,5,3,1,34,0,1,1,6.5,0.07,Condo,812024.2
Old Town,2129,2,2,3,13,1,1,1,9.68,0.83,Villa,969168.24
Old Town,1757,3,3,3,11,2,1,0,6.63,1.15,Townhouse,923088.21
Riverside,1810,5,3,2,11,1,1,1,5.1,1.45,Villa,870389.29
Old Town,1481,3,3,3,21,0,1,0,5.71,1.34,Townhouse,759841.1
Uptown,2796,3,3,3,31,0,1,1,5.16,0.18,Apartment,1074988.52
Old Town,2686,5,1,2,20,2,1,0,7.01,1.47,Condo,973700.24
Riverside,2396,5,1,1,11,2,1,0,8.99,0.27,Townhouse,1083364.58
Downtown,3185,3,2,1,38,0,0,0,7.25,0.11,Apartment,1058908.57
Riverside,1996,1,2,3,22,2,1,0,9.19,1.14,Townhouse,962900.29
Downtown,3767,3,1,2,15,1,1,1,5.24,1.36,Villa,1161326.83
Suburban,1975,4,3,1,0,0,0,1,7.35,1.43,Condo,892335.38
Lakeview,2240,2,1,1,22,1,1,0,8.94,1.25,Condo,884074.23
Downtown,1881,3,3,3,24,2,1,0,8.37,0.35,Villa,1034630.51
Old Town,2305,4,1,1,37,0,1,1,9.26,0.27,Townhouse,896717.92
Uptown,2560,1,2,1,9,2,1,1,6.37,0.14,Apartment,984764.37
Lakeview,2037,3,3,2,6,1,0,0,7.5,0.89,Condo,948888.03
Suburban,3077,4,2,2,39,1,0,0,8.38,0.76,Townhouse,1089773.31
Suburban,2232,2,3,3,22,2,0,0,5.84,0.21,Townhouse,989671.91
Riverside,2249,3,3,3,1,1,1,0,9.08,0.72,Townhouse,1050898.64
Old Town,1600,4,3,2,4,0,1,0,6.56,0.87,Villa,846847.68
Lakeview,2330,1,2,1,19,2,1,1,5.47,1.1,Townhouse,870363.44
Suburban,2026,4,3,3,24,1,0,1,8.83,0.65,Villa,1079196.7
Suburban,1765,2,2,2,9,1,0,0,8.53,0.51,Townhouse,824398.61
Suburban,1673,2,3,3,14,2,1,0,9.42,1.02,Apartment,923235.09
Lakeview,3569,4,3,2,29,0,1,1,9.46,1.04,Apartment,1231466.1
Downtown,1955,1,1,1,38,2,1,0,6.39,0.44,Condo,723164.08
Riverside,1299,1,2,3,19,1,1,0,8.21,0.08,Townhouse,780472.97
Downtown,1716,3,3,1,16,1,1,0,10.0,1.42,Apartment,841640.62
Suburban,2072,5,1,3,14,1,1,0,6.22,1.15,Apartment,909069.54
Lakeview,2401,1,3,3,5,2,0,1,7.36,0.34,Townhouse,1119898.88
Downtown,2405,4,1,1,2,0,1,0,9.55,0.87,Apartment,892394.12
Riverside,2472,1,3,3,33,0,1,0,5.52,0.91,Villa,947144.02
Lakeview,1745,3,3,1,1,1,1,0,9.64,0.23,Villa,978735.7
Hillview,2287,3,1,2,32,0,0,1,7.44,0.33,Apartment,922214.46
Downtown,1618,3,3,2,9,0,1,1,9.47,1.44,Villa,915549.09
Old Town,1759,1,1,2,27,1,1,1,8.11,0.79,Villa,791799.22
Lakeview,1595,4,2,2,38,2,0,0,8.36,0.33,Apartment,881876.28
Riverside,1446,2,3,2,29,2,0,1,8.86,1.21,Townhouse,881396.19
Old Town,2685,4,1,2,29,0,0,1,5.34,0.73,Villa,912010.51
Old Town,2479,4,1,3,10,2,1,1,8.14,0.98,Apartment,1025826.65
Hillview,2637,3,2,1,23,1,0,1,9.62,0.48,Apartment,1034949.96
Suburban,2122,2,2,3,25,0,0,0,9.78,0.13,Condo,928075.99
Uptown,2527,4,1,1,17,2,0,1,9.84,0.29,Apartment,1024561.6
Lakeview,1131,5,2,1,1,1,0,1,8.23,1.46,Condo,744287.91
Downtown,2575,5,1,3,36,1,1,1,8.17,0.95,Apartment,1047412.28
Uptown,2197,5,1,1,7,1,1,1,7.76,1.26,Apartment,900875.38
Uptown,2445,2,1,3,38,2,1,1,8.04,0.08,Townhouse,1098080.61
Uptown,2309,3,1,1,37,0,1,0,8.06,1.16,Condo,883637.4
Riverside,1557,2,3,1,0,0,0,1,5.21,0.75,Apartment,708190.21
Old Town,1276,5,3,3,29,1,1,1,5.44,1.01,Villa,823161.09
Uptown,1708,5,2,1,25,0,0,0,8.1,0.57,Condo,849091.1
Suburban,2411,5,3,3,9,1,1,0,6.57,0.95,Apartment,1026053.09
Uptown,2480,1,2,2,32,1,0,0,6.51,0.1,Apartment,899470.72
Lakeview,1348,2,3,3,4,0,1,1,5.97,0.12,Villa,898718.76
Hillview,1560,4,1,3,9,1,0,0,9.01,1.21,Condo,879287.36
Riverside,1702,4,1,1,37,1,0,1,9.82,0.23,Condo,818291.99
Old Town,1903,2,3,1,29,1,0,0,8.14,0.07,Townhouse,795902.45
Downtown,1351,1,1,2,4,0,1,1,9.73,1.37,Townhouse,724629.66
Lakeview,1318,1,3,3,5,2,0,1,9.42,0.44,Apartment,953538.61
Riverside,1648,4,2,1,10,2,1,0,6.09,0.89,Apartment,793001.08
Downtown,2147,3,2,1,2,1,0,0,5.77,1.27,Condo,831792.85
Uptown,1451,3,2,2,7,0,1,1,6.06,1.13,Townhouse,730973.8
Hillview,2036,5,3,1,22,2,0,0,5.48,0.12,Apartment,973574.59
Hillview,2682,1,1,1,0,0,0,1,7.91,0.86,Townhouse,914422.0
Downtown,1384,4,3,1,11,0,0,1,6.41,0.84,Townhouse,805619.21
Uptown,1986,2,3,3,12,0,1,0,9.56,0.56,Townhouse,1008736.87
Hillview,2664,5,3,3,38,2,0,1,8.07,1.14,Condo,1162668.66
Uptown,1870,5,3,1,38,0,0,1,6.8,1.45,Townhouse,810055.26
Uptown,1784,3,3,2,33,1,1,0,9.92,0.26,Apartment,997891.15
Suburban,2740,2,2,2,13,0,1,1,9.77,0.26,Condo,1056681.18
Suburban,1932,2,2,2,21,0,1,0,8.89,1.12,Apartment,825136.86
Lakeview,2707,1,2,3,20,1,1,1,8.96,0.71,Townhouse,1161530.69
Old Town,2336,5,3,2,34,2,1,0,9.89,1.2,Condo,1043082.18
Old Town,1911,1,2,3,29,0,1,1,8.0,0.25,Apartment,868990.0
Riverside,2364,3,2,1,36,0,1,1,9.4,0.11,Condo,920955.62
Hillview,2276,3,1,1,22,0,0,0,5.32,1.06,Condo,805719.46
Uptown,2661,4,1,2,36,2,0,0,7.77,1.49,Townhouse,993827.58
Downtown,1798,5,1,3,29,0,0,0,7.51,0.19,Villa,934843.53
Old Town,2123,3,2,2,29,0,1,0,5.19,1.3,Apartment,762565.01
Lakeview,2066,4,2,2,26,1,0,0,5.43,0.61,Townhouse,895195.03
Suburban,2487,3,3,1,13,0,1,1,5.11,0.07,Apartment,916695.61
Suburban,1536,3,2,2,24,0,0,0,6.47,0.79,Townhouse,725681.04
Lakeview,2659,1,1,3,14,1,0,1,5.27,0.45,Apartment,933530.98
Downtown,2356,2,2,2,25,1,0,0,7.12,1.06,Villa,932638.45
Riverside,1376,3,1,1,10,0,0,1,9.06,0.47,Townhouse,731453.63
Old Town,2765,1,3,3,31,2,1,1,8.07,0.75,Apartment,1077220.91
Uptown,3329,2,3,3,22,0,0,1,8.37,0.34,Condo,1216749.95
Downtown,2651,3,1,2,28,2,0,0,5.16,1.25,Townhouse,974966.81
Old Town,2885,3,1,2,8,0,0,1,9.2,1.39,Apartment,988102.74
Suburban,2147,5,1,2,31,0,0,1,5.73,0.63,Condo,833810.97
Uptown,1186,5,2,3,32,0,1,0,6.51,0.7,Townhouse,814821.02
Hillview,1086,4,1,2,5,2,1,0,7.58,1.47,Condo,754578.8
Old Town,2240,1,3,1,14,1,0,1,9.65,0.26,Townhouse,935199.32
Riverside,1774,3,1,1,27,2,0,0,9.99,1.22,Townhouse,818415.55
Suburban,1597,4,2,3,34,0,0,0,8.91,0.87,Villa,866346.01
Lakeview,2065,3,2,3,29,0,0,1,8.65,1.33,Apartment,946915.01
Hillview,2439,3,1,3,18,0,1,1,7.64,0.47,Apartment,1021949.52
Riverside,1301,3,3,1,11,1,1,1,8.33,0.48,Villa,818219.46
Riverside,1853,3,1,1,36,0,0,1,5.72,0.52,Villa,763865.22
Uptown,2930,3,3,2,34,2,0,0,6.35,0.07,Condo,1069332.92
Uptown,1509,1,3,1,35,2,0,0,9.92,0.3,Townhouse,859659.28
Old Town,2578,3,2,2,12,0,0,1,9.9,1.49,Villa,1025219.52
Riverside,1833,2,3,2,17,1,0,1,6.61,0.41,Townhouse,922072.08
Hillview,2400,4,2,1,9,1,1,0,6.21,0.08,Townhouse,969285.09
Hillview,2704,5,1,1,38,2,0,0,6.15,0.45,Condo,1022456.29
Hillview,2508,3,1,2,34,1,0,0,7.42,0.64,Villa,1020834.5
Downtown,2600,2,3,3,6,1,1,0,6.12,0.84,Apartment,1031044.2
Old Town,1467,5,2,2,9,0,0,0,8.24,0.15,Apartment,804643.92
Hillview,2713,4,3,1,22,1,0,1,5.37,1.2,Apartment,964211.35
Lakeview,1631,3,1,1,16,2,0,1,5.52,1.25,Townhouse,744134.76
Old Town,2243,1,3,2,18,1,0,1,6.38,0.36,Condo,860559.14
Riverside,2242,1,3,1,14,0,0,0,8.89,1.21,Townhouse,819765.61
Old Town,2367,2,1,3,26,0,0,0,6.62,0.57,Condo,891353.06
Suburban,2285,2,2,3,35,0,1,1,7.35,0.66,Townhouse,892348.7
Downtown,1636,4,3,1,36,2,1,1,8.28,1.41,Condo,860202.39
Hillview,1358,3,1,3,18,0,0,1,8.94,1.34,Villa,861932.63
Lakeview,2580,5,1,1,33,1,0,0,6.54,0.59,Villa,1018937.48
Uptown,2202,3,1,2,27,1,0,0,8.65,0.76,Condo,923692.22
Hillview,2732,5,2,3,7,0,1,1,6.43,0.47,Townhouse,1184820.01
Downtown,2075,3,1,1,31,2,0,1,8.22,0.8,Villa,900551.95
Lakeview,1327,2,2,1,14,2,1,1,7.25,1.04,Condo,769648.77
Old Town,2631,4,3,1,25,2,1,0,9.63,0.18,Condo,1055640.96
Riverside,1896,3,1,3,28,2,0,0,9.91,1.38,Villa,988243.14
Lakeview,2288,2,1,1,37,2,0,0,8.87,1.09,Townhouse,951736.65
Uptown,1744,3,2,2,37,2,0,0,9.58,0.19,Villa,937671.66
Uptown,3004,4,1,2,32,1,1,0,5.68,1.31,Villa,1003742.48
Suburban,1618,2,1,3,20,2,0,1,8.27,1.13,Condo,836668.29
Lakeview,1914,4,1,3,16,1,0,0,5.99,0.5,Townhouse,969879.32
Old Town,2159,5,1,3,17,0,1,1,6.38,0.81,Apartment,960344.43
Old Town,1499,3,3,3,38,1,1,0,7.61,1.3,Townhouse,836867.26
Uptown,2282,2,1,2,8,1,0,1,8.71,1.45,Townhouse,969254.52
Hillview,2987,3,2,2,20,0,0,0,8.61,0.46,Townhouse,1146961.52
Suburban,1830,5,3,1,27,2,1,0,9.35,0.99,Villa,1002019.44
Riverside,2317,1,2,3,0,2,0,1,7.8,1.3,Townhouse,1017089.01
Riverside,588,5,2,2,25,1,1,1,9.63,1.48,Condo,672184.76
Lakeview,2079,3,2,2,10,1,1,0,9.44,0.15,Apartment,1006810.95
Uptown,1928,5,3,1,11,2,0,1,9.25,0.78,Townhouse,1034140.97
Riverside,1650,4,1,1,24,1,0,0,6.15,1.32,Condo,694904.76
Uptown,2695,4,1,2,0,2,1,1,7.66,0.05,Villa,1173347.35
Uptown,1921,5,3,2,6,1,1,1,8.68,0.68,Villa,1124160.7
Riverside,2002,1,1,2,18,0,0,1,9.88,0.9,Apartment,794439.21
Riverside,1893,3,1,1,23,2,1,0,5.06,0.81,Apartment,766916.31
Lakeview,1046,1,1,1,4,0,1,0,6.64,1.11,Villa,636791.04
Old Town,1477,2,1,3,14,0,1,1,6.71,0.15,Condo,732821.69
Suburban,2629,1,1,2,12,2,1,0,6.44,1.19,Apartment,859104.96
Uptown,940,4,2,2,21,2,0,1,9.09,0.46,Apartment,768867.12
Hillview,1679,4,2,1,12,2,1,0,5.23,1.25,Condo,819559.43
Old Town,1880,4,1,2,0,2,1,0,6.8,0.66,Condo,864418.88
Uptown,3059,1,3,2,21,0,0,0,8.56,0.11,Apartment,1054575.56
Lakeview,2523,2,1,2,33,2,0,0,7.03,1.45,Villa,926237.37
Riverside,1794,4,3,3,23,1,1,0,5.72,1.18,Villa,951337.77
Riverside,2817,5,3,3,14,0,1,0,8.05,0.55,Villa,1200916.82
Suburban,1693,5,2,1,19,1,0,0,7.61,0.44,Apartment,793697.66
Hillview,2655,1,2,2,5,0,1,0,9.91,0.9,Apartment,981999.0
Riverside,1353,3,1,3,9,1,1,1,8.74,1.48,Townhouse,819375.62
Riverside,2690,1,1,2,17,1,1,1,9.93,0.47,Apartment,1007349.91
Hillview,1877,5,3,1,23,0,1,1,5.93,1.42,Townhouse,867810.43
Riverside,1534,1,2,1,19,2,1,1,8.81,0.53,Apartment,742606.84
Old Town,1981,5,1,3,38,1,0,0,7.76,1.07,Apartment,867926.88
Old Town,2253,1,3,3,25,2,1,1,8.56,0.6,Apartment,1012878.69
Suburban,1828,1,3,1,0,1,1,1,7.34,0.17,Villa,878046.69
